,sentence,extract
1150,"There are quiet a few analytical models for thermal conductivity of composites in the literature, and DEM (different effective medium) model has been verified to be more suitable to predict thermal conductivity of composites with two distinct inclusion phased by Molina et al. [16,17].",0
1151,"Based on the above characterization and theoretical simulation, CCN should have good anion storage capacity, especially for AlCl4- anions.",0
1152,"The Vickers hardness was measured using a microhardness tester (Leiz-Wetzlar, Germany) at a load of 100 g and an indentation time of 25 s. Vickers hardness measurements were carried out at different locations on the XY plane, and the average of 10 measurements is recorded.",0
1153,"Because of cracks (some of them are highlighted by arrows), Zn-rich phase and eutectic phase along the grain boundaries are prone to occur in the Zn-rich Al layer, a thicker Zn-rich Al layer tends to reduce the joint strength accordingly.",0
1154,CrossrefCASPubMedWeb of Science(r)Google Scholar40T.,0
1155,"In the position where peak temperature is about 325 degC, that may be the initial dissolution temperature of η phase in the present welding thermal cycle situation, the amount of remained η phases will be maximum and the microhardness reaches a valley value of HAZ.With continued increasing of distance from FL, the peak temperature is higher than the initial dissolution temperature of η' phase but lower than initial dissolution temperature of η phase.",0
1156,The magnetic hysteresis behavior of the Mn-Al-C genre of permanent magnet alloys is extremely sensitive to the microstructure and defect structure produced during the formation of the τ phase (L10) within the high-temperature ε phase (hcp).,0
1157,"Formal analysis was performed by Young-Jun You, Swarup Biswas.",0
1158,"Therefore, θ' phase plays a major role in precipitation strengthening (σ p), and Q' strengthening is ignored due to relatively low and constant contribution to the overall strength of the alloy under peak-aging state.",1
1159,"Derazkola HA, Simchi A. Effects of alumina nanoparticles on the microstructure, strength and wear resistance of poly(methyl methacrylate)-based nanocomposites prepared by friction stir processing.",0
1160,"The reinforced phases to improve strength and toughness of the Al2O3 ceramic matrix in this study were aluminum alloy A356, 6061, and 1050 (pure aluminum).",0
1161,The amount of Al11Nd3 phase decreases with increasing the Al content.,0
1162,"(d) Simulated atomic matching at the Al/LaB6 interface, showing the predicted OR(1).",0
1163,"These three plastic-deformation based criteria can be described as follows: (1) Different micro-ductility behaviors are revealed for various phases in the coating microstructure, indicating the binary eutectic as the most detrimental constituent in which most of the cracks initiate; (2) Primary Zn grains possess different magnitudes of local strain hardening exponents (n values) as a result of HCP zinc orientation angle (θ) correlated by Eq.",0
1164,The BMF generated by the outer coil can be used to improve the efficiency and lifetime of the inner coil since the current in the inner coil can remain unchanged at a relatively safe level.,0
1165,"The precipitation behavior during welding and subsequent post-weld aging contributed strongly to the hardness recovery in the top area of each single-pass NZ, which contained a high density of β'' phase (Fig. 4a).",0
1166,"Mg and Zn are the main strengthening elements in Al-Mg-Zn series alloys and the precipitation strengthening, mainly MgZn2 phase, is the usual strengthening mechanism.",1
1167,This reveals a significant amorphization of the specimen.,0
1168,"The presence of these two phases confirms the existence of the β phase in the Al-Pt system because they are the eutectoid decomposition products, and the microstructure of Alloy 15 comprised both eutectic and eutectoid products, thus indicating the presence of a prior phase.",0
1169,"In the case of the Al-9Si composite sample, the ductile tearing of Al phase and the interface separation between Al and Si are considerably affecting the mechanical behavior.",0
1170,"Secondly, it is well known that the wear properties of AlaPb alloys depend strongly on the microstructure, especially the size and distribution of Pb phase [ 35 , 36 ].",0
1171,Formation of these phases consumes some of the Al content of the liquid alloy and reduces the amount of the β(Mg17Al12) phase.,0
1172,"Two of these phases, the σ-FeCr phase and the Cr-rich α' phase, are known to have negative impacts on the mechanical properties [3].",1
1173,The composition of the coating in a silicate-alkaline electrolyte is determined by the combined phases of both aluminum oxide and silicon oxide.,0
1174,"Analyzing an unaged sample of the 10Cr-4Al alloy also shows a small positive interaction of Cr atoms at very short distances (<1 nm), thus the small positive interaction in the aged 10Cr-samples is not likely caused by α-α' phase separation during aging.",0
1175,"Hot pressing time exerted significant influence in determining mechanical properties of Al/Ni energetic structural materials, such as the maximum tensile strength of 375.7 MPa at 4 h, the maximum elongation of 10.2% at 1 h and the highest compressive strength of 421.1 MPa at 4 h. The Al3Ni phase formed firstly during phase transformations of the exothermic reactions.",0
1176,Validation of the earing profiles predicted by the CP simulation and DIC measurement based modified yield function compared with experimental cup drawing tests for (a) AA3104-H19 and (b) AA2024-T3 aluminium alloy sheet.,0
1177,"Joint strength was detrimentally affected by the formation of hard, brittle intermetallic phase at the interface region.",0
1178,"When a microwave signal is incident on a material surface, part of the signal is reflected, and some of it is absorbed as heat by the material, whereas the rest is transmitted.",0
1179,"M1 and M2 coatings with 10.26 and 21.96 at% carbon, respectively, presented high crystallinity, showing the fcc-CrAlN and h-CrN, as well c-CrN and Cr-carbide phases, respectively.",0
1180,"Possible reasons include but not limited to; prevention of intermetallic phase formation such as β-Al5FeSi by high cooling rate, and insufficiency of X-ray diffraction in detecting phases with low volume concentrations below 5 vol% [5].",0
1181,"On the other hand, the morphology change of β phase also improve the strength of as-cast AZ80 alloy.",1
1182,"""It was finally found that the excellent agreement between the predicted yield strengths and the tensile test results exists.4.The successful application in the present Ni-Al alloy proves that the combination of the quantitative phase-field simulation with the strengthening models provides a feasible way to establish the quantitative """"composition/process--microstructure--mechanical property"""" relation in different alloys, which serves as the basis for the later alloys design.""",0
1183,"Finally, n parameter in the Korsmeyer-Peppas model (Eq.",0
1184,"However, the Al-Cu-Fe melt-spun sample contains the icosahedral phase almost exclusively, with small a fraction of the cubic τ-AlCu(Fe) phase, while for the NiQC1 sample, the B2 phase is the majority phase.",0
1185,The geometries of the punch and die are shown in Fig. 2.,0
1186,Its element composition according to EDS microanalysis data (see the table under Fig. 3b) testifies Ni3Al intermetallide phase fabrication.,0
1187,"X-ray absorption spectra were collected at the P65 XAFS beamline at the PETRA III synchrotron light source at DESY (Deutsches Elektronen-Synchrotron) (Hamburg, Germany).",0
1188,"At any time t, the path length that a material point needs to travel to reach the end of the path line is calculated as(15)Γ=[?]tstev(t)dt-[?",0
1189,An electronic extensometer of 25 mm was used for precise calculation of strain.,0
1190,"Though the occurrence of A2 (DO3) phase is also possible due to the disorder between Fe and Co atoms, it is undetectable from the XRD study due to the similar X-ray scattering factor of both the Co and Fe atoms.",0
1191,"In a general way, the increase of the mechanical properties (MP) may be ascribed to the precipitation of coherent and semi-coherent Mg2Si metastable nanocrystalline phases by age hardening at peak aged condition (T6).",1
1192,"Conversely, the main idea for enhancing ductility is to make dislocation movement happen easily by microstructure optimization, including grain size, microstructure homogeneity, percentage of the ductile phase and brittle phase and so on [20-22].",0
1193,"Formation of the primary α1-Al phase prior to filling increases the viscosity of the melt, therefore, entrapped gas can be eliminated.",1
1194,"More specifically, β phase with smaller size and higher aspect ratio, such as in the region A of the LPD coating, will suffer a shorter transient oxidation stage and require a lower Al concentration in the γ/γ' phase in the parabolic oxidation stage.",0
1195,"4 DiscussionThe improved mechanical properties and tribological response of Al-Si-Gr composite can be attributed to change in microstructural characteristics of the composite matrix, and the inherently low frictional properties and high mechanical strength of thoroughly distributed rGO reinforcement phase.",0
1196,"Moreover, the uniformly dispersed hard Al3Er and β-Al5FeSi phases simultaneously enhanced the hardness of the alloys.",1
1197,"As it is seen in Fig. 3, the imposed temperature cycles in the weld zone are high enough for formation of noncoherent θ-phase leading to notable hardness degradation.",1
1198,"Generally, the obtaining of the high strength in alloys of Al-Zn-Mg-(Cu) system is ensured by a large volume fraction of fine ηi-(equilibrium precipitate MgZn2) and η'-(metastable precipitate with composition and structure similar to MgZn2) phases precipitate particles.",1
1199,This is counter to both the typical metallurgical strengthening approach of seeking a finer microstructure [26] and the usual concept that the metastable phase will rapidly transform to unfavorable phases at higher temperatures.,0
1200,Ikeda et al. [32] carried out a study to identify the effect of REO on the adherence of Al2O3 coating and it was observed that the addition of REO improved the adherence strength of coating by suppression of detrimental phases.,0
1201,"P. Wang, W. L. Kang, H. M. Jing, Principles, Methods and Applications of Corrosion Electrochemistry, Chemical Industry Press, Beijing, China 2008.",0
1202,"Furthermore, this loss of strength cannot be attributed to the fragmentation of the rod-shaped η-phase precipitates because this will lead to a finer and more dispersed distribution of precipitates and thus, in principle at least, to a stronger material.",0
1203,"Belyaev, V. Tilak, J. Smart, and A. Vertiatchikh, Appl.",0
1204,Color etchants would color both the anodic and cathodic phases subsequent to etching.,0
1205,"Annealing at 400 degC results in about ~50 and ~30 wt% content of τ-MnAl phase for the as-atomized and for the milled particles, respectively, i.e. a significantly larger fraction of τ-MnAl phase present in the former.",0
1206,"In this case, the increase in ductility can be explain that the fined precipitates reduce the deformation discrepancy between the matrix and the precipitates, which will relieve the local stress concentration and enhance the ductility [11,12].",0
1207,Cyclic polarization tests were conducted to assess the ability of the alloy to tolerate localized corrosion when completely submerged in an electrolyte.,0
1208,"HAADF mapping results depicting the distributions of alloying elements Al, Cr, Fe, Ni, Mo and Hf (b ~ i) in three different areas of interdendritic β phase, γ'+γ dendrite and γ'-envelope selected in the original as-cast structure (a).",0
1209,"Define Emin as the minimum value and Eavg as the average value of E. Then, the uniformity of illuminance (Un) can be evaluated as:(20)Un=EminEavg.",0
1210,"Between the θ phase layer and the η phase layer (SAD pattern in Fig. 9d), a seam of isolated τ1 particles (SAD pattern in Fig. 9e) can be seen in Fig. 9a, similar to the case of the solid/semi-solid interdiffusion experiments with an Al-Si alloy (Fig. 6).",0
1211,It was found that Al2Cu has a less noble corrosion potential than that of the Al-rich phase.,0
1212,"Limitedsurface diffusivity during deposition forces adatoms to locate to metastable sites,impeding the formation of thermodynamically stable crystalline phases, such asAl 3 Nb intermetallic compound and the fcc aluminum phase.",0
1213,"Because this composition is single beta phase at high temperature, quenching in water or liquid nitrogen can limit the formation of γ' and result in larger martensite areas,[24,25] but air cooling is more representative of gas turbine operation.",0
1214,"For material with high AMI content, the fracture behaviour is dominated by liquid metal embrittlement due to the presence of liquid Na-K phases, and hydrogen content does not appear to be important.",1
1215,"At the same time, as the optimized radius raise, the compressive modulus and compressive strength also increase.",0
1216,The age-hardening state allows us to obtain various metallurgical states and various mechanical behaviors by modifying only aging treatments: the strength is linked to the precipitation of nano-scaled β''-Mg2Si phases during aging (heat treatment at 175 degC).,1
1217,"The enhanced yield strength of the low-density steel containing 6.8wt% Al was attributed to the strengthening effects arising from the ferrite grain size, dislocations incorporated during processing, ordered phase formation and the presence of Al atoms in the solid solution.",0
1218,"The preferential dissolution of β-phase is a particular issue for grain boundary β-phase precipitates, as it results in intergranular corrosion (IGC).",1
1219,"The profile length is 20 mm, and the build direction is horizontal.",0
1220,What is also seen is the disappearance of the Al3Ni2 phase when the materials is electro-annealed for 15 min.,0
1221,Phase identification was done by using the PDF-2 database of the International Center of Diffraction Data (ICDD).,0
1222,"In particular, Belov et al. [4,6] demonstrated that eutectic Al-Ni alloys with an addition of up to 0.8% Zr showed at least two-fold increase in the 100-h strength at 350 degC and 3-times improved creep resistance at 400 degC as compared to a piston Al-Si alloy of AA4032 type.",0
1223,"This phenomenological difference can hypothetically have an effect on formation of intermetallic and secondary phases such as detrimental impurity (Fe-bearing) phases and/or strengthening precipitates forming during either solidification or subsequent heat treatments, which can in turn either deteriorate or improve the resultant mechanical properties of these alloys.",1
1224,"From the results and thermodynamic considerations, it seems that the main factor responsible for the poor corrosion resistance of the four samples (A, B, C, and D) is glassy phase formation, which seems to be rich in silica and alkaline oxides based on the initial material chemistry.",1
1225,"Dispersed phases and small particle sizes called for small loads during microindentation testing, often causing a significant mismatch of hardness values.",0
1226,"Since the early 1990s, after the first scientific reports on the development of a new class of porous materials, there has been strong interest in this topic.",0
1227,"Another important point to mention is the higher current density values for 120 s than others, which is mainly relate to the intermetallic compound particles and the details are explain later.",0
1228,"Curiously, phase fronts found in this simulation are remarkably similar to the experimental result of Ni-Ti material in uniaxial tension [32,33], even though the specimen is quite larger than our computational model and the elements are different from our Ni-Al. On the other hand, the 3D periodic model in Fig. 16 shows initially chaotic occurrence of M phases.",0
1229,"R f and CPEf is the film resistance and constant phase element, respectively, which describe the medium frequency capacitance loop.",0
1230,"The micro-milling process on the 7050-T7451 aluminum alloy was performed for each MWF using the cutting parameters vc = 150 m/min, fz = 0.012 mm/z, ap = 0.060 mm, and ae = 40%, see Fig. 3.",0
1231,The alloyed AgCu glassy nanoparticles were synthesized for the first time by adjusting the parameters of RTA method.,0
1232,The Al2O3 spheres and the Fe3AlCx fiber phase cannot be observed in the TEM examinations.,0
1233,Microstructures of (a) HSLA (b) dual phase steel (c) explosively welded Al-HSLA and (d) Al-dual phase steel bimetals.,0
1234,"Based on IUPAC data, the Re7+ ions in Y(ReO4)3 has a similar ionic size as Ti4+ and Ga2+, which could act as an accelerator for the θ- to α-phase transformation based on Burtin's model.Other than accelerating the θ- to α-phase transformation, Re in the alloy seemed to have exerted another effect that was to accelerate Al alloy diffusion as seen in Fig. 9, where the depth of the Al-depleted subscale is clearly smaller on the Re-containing alloy.",0
1235,The refinements of α-Al and Al3Fe phases are attributed to the significant increase of elongation for T6-treated alloys.,0
1236,"In the case of Ca-containing alloys, the surface morphology was characterized by the presence of shallow pits together with arborescent structure.",0
1237,"However, the decrease of hardness value for the T7 temper (aged for 120 h) is because of transformation of metastable η' (MgZn2) phase to stable η (MgZn2) phase and the growth of the η' (MgZn2) precipitates as well.",1
1238,"Thus interface between cementite and austenite phases was much clean after eutectic transformation of the Fe(C, Si) melt in the following solidification process.",0
1239,"The latter one is usually estimated as a maximal magnitude of the stress drop observed in deformation diagrams [42,43]; in the present study, it was measured to be 11 MPa for the base material and 17 MPa for the stir zone material.",0
1240,"However, heat treatment at 180 degC resulted in the nucleation and growth of discrete approximately 20 nm Q phase precipitates at NSDL grain boundaries (not resolved in the bulk) without any coarsening of NSDL grains.",0
1241,"Open image in new window Fig. 1 SEM image of quasi-rapidly solidified NiAl/Cr(Mo,Dy) hypoeutectic alloy (a); morphology of Ni5Dy phase along eutectic cell boundary (b); TEM morphology of Ni5Dy and precipitates in α-Cr phase (inset picture showing SADP of Ni5Dy phase) (c); TEM image of interface dislocation along NiAl/α-Cr phase boundary (d).",0
1242,"In the case of alloy 2, the higher linear number density of GB precipitates, identified as the α-AlMnSi phase (Fig. 6b), appear to counteract the smaller grain size (0.35 mm), which should produce higher diffusional creep-rates, as the strain-rate equation for Nabarro-Herring and Coble creep are inversely proportional to the grain-diameter squared or cubed, respectively, Eqs.",1
1243,"So, it is safe to assume that the overall micro-hardness of a coating will be decided by the relative amount of α- and γ-Al2O3 phases in the structure of the coating layer.",1
1244,"Moreover, the individual Ca addition to pure Mg also could activate {10-11} contraction twins [12].",0
1245,Superior superplastic behavior with elongations from 3000 to 4100% were found in temperature range of 400-475degC at strain rates 10-2-10-1s-1 for the severely deformed Al-5Mg-0.18Mn-0.2Sc-0.08Zr-0.01Fe-0.01Si alloy having homogeneous and thermally stable ultrafine-grain structure with ~1μm grain size and low amount of coarse excess phases.,0
1246,"However, the damage parameter in this formulation is not bounded to the [0,1] interval.",0
1247,Further enhancements in the strength and ductility of these alloys are frequently accomplished through the addition of elements that either cause grain refinement or modify the eutectic silicon phase [6-8].,0
1248,The first transition occurs at 6.5 at.% Ni when a mixed γ1 + bcc phase changes to bcc + B2.,0
1249,HRTEM (Fig. 7(b)) was used to study the crystal structure and lattice parameter of α2-AlFeMnSi phase.,0
1250,Mahathaninwong et al. analysed the creep rupture behaviour of the investigated aluminium alloy where insoluble particles (Cu-Fe) dispersed in the matrix acted as sites of cavities nucleation [20].,0
1251,"The θ phase has been found in solidified metal in significant amounts, which then influences the structural properties of the alloy.",0
1252,"Crack initiation may occur via debonding along the interface between the α-Al and Si phases, which propagate and cause premature failure [3,19].",1
1253,There exist two grain refinement mechanisms at the same time in the α phase.,0
1254,"b Squareness of FeCoCu nanowires with concentration of Cu at θ = 0deg and 90degFull size imageWe examined that small coercivity HC, large saturation field, and a small remanence Mr along the NWs, contrarily HC, and Mr become larger, and MS becomes smaller perpendicular to NWs.",0
1255,"The fracture surface of the 1 pct Fe alloy showed the presence of β-phase plates, as presented in Figure 4.",1
1256,"(4)For the three process routes, the total springback angle is at minimum for process route 3 that extruded profile is firstly bent to a required shape, then treated by artificial aging and finally treated by electrophoretic painting.",0
1257,"In addition, it was observed higher deformation for fs = 0.30 due to the absence of acicular phase precipitated inside of the globules.",1
1258,"It was treated by repeated multi-directional hot forging, and then solution treated at 450~480 degC for 30 min, aged at 120 degC for 6 h, then re-aged at 160 degC for 24 h, and stretched to 1~3% plastic strain to eliminate the residual thermal stress.",0
1259,"The high yield strength was attributed to the precipitation of a fine rod-like MgZn2 phase by ageing, and the high tensile strength was attributed to the fine grain structure of about ~500 nm that formed by dynamic recrystallization during the extrusion process.",1
1260,"ZnO and Zn6Al2(OH)16CO3*4H2O were the main corrosion products.2.Pitting was evident on the surface of the ZA4 and ZA8 specimens, which were immersed for 5d, but the pits observed in the ZA12 and ZA16 specimens were much smaller in size.3.The Al-rich phase was prone to preferential attack when the superplastic Zn-Al alloy was immersed in the simulated acid rain solution but the corrosion rate of the alloy decreased with increasing Al content.",0
1261,"The as-forged alloy with a random orientation distribution, where most of the grain boundaries are composed of high-angle boundaries covered by the brittle β phase, often fractures before showing superelasticity.",1
1262,"In such model, the temperature evolution is consequently preliminary estimated at macro-scale using thermo-mechanical simulations of FSW process or even analytical estimation.",0
1263,Microstructures of quenched samples with different solid solution parameters are shown in Fig. 7.,0
1264,"Because MgAl2O4 has a hardness of 8 on the Mohs' scale as compared to that of 5.5 for MgO, the increase in relative amount of MgAl2O4 phase in the coatings corresponding to higher NaAlO2 concentration electrolytes will be beneficial to improving the wear resistance.",1
1265,"At the weld/Al interface, the abruptly peak values of 898.8 HV and 909.4 HV corresponding to the brittle IMC phases are clearly observed.",0
1266,"Although the volume fraction of the transition layer is only ~15%, a stronger transition layer can improve the work hardening behavior of the FeAl phase, increasing MIL composite strength by as much as 1 GPa.",0
1267,"These Al5FeSi phase not only affects the mechanical properties but also the machinability of the Al-alloy, adversely.",1
1268,"[21,22,27] It appears surprising considering the Mn concentration (0.25 wt pct) in 206 being even higher than Fe (0.15 wt pct) which instead should produce 'Chinese script' α-Al15(Fe,Mn)3(Si,Cu)2 phase after solidification.",0
1269,"Thus, it can be considered that the Si particles in the P/M samples did not work as reinforcement.",0
1270,It is interesting to notice that the grain boundary phases as well as the intragranular precipitates are susceptible to localized corrosion (Fig. 7c and d).,1
1271,Vo et al. [19] experimentally found that adding ~0.05 at.% Si in Al-0.055Sc-0.005Er-0.02Zr (at.%) alloy remarkably increase the number density of Al3Sc-based precipitates and triggered similar Si enrichment within the Al3Sc particles with our findings.,0
1272,"Luo and the coworkers [22] also reported that adding 0.3% Y to Mg9Al1Zn alloy can decrease the corrosion rate, due to the stabilization of the surface film consisted of MgAl4Y phase.",1
1273,The springback value of two straight regions is decided by the length of elastic deformation region and material properties (such as Young's modulus and yield strength).,0
1274,"On the other hand, the struts revealed dark and discrete grain boundary phase.",0
1275,"According to this figure, micro-cracks could be seen on Fe-rich and Ni-rich phases and also Si particles that were more elastic and had no enough strength during cyclic loading [53].",0
1276,"A three-electrode set-up equipped with a saturated Ag/AgCl reference (DriRef, WPI) and a platinum wire as counter electrode was used.",0
1277,Previous studies on A356 alloy showed that the primary Al-rich phase appears to be the initial site for cavitation attack at early stage of erosion [35].,0
1278,Such higher strain hardening not only restricts the formation of β-fiber but leads to facilitating the evolution of Cube and R-Cube components at low strains with rotations from β-fiber components leading to a decrease in their strength as noted in Figs.,0
1279,"Usually, Sc is added into the aluminum alloy along with Zr to achieve better mechanical properties with the formation of Al3(Sc, Zr) phase, and a low-cost as well.",1
1280,"Int J Miner Process 93:1-5. https://doi.org/10.1016/j.minpro.2009.05.002Article Google Scholar 16.Gil A, Korili SA (2016) Management and valorization of aluminum saline slags: current status and future trends.",0
1281,"For alloy B(0.1Sc), as revealed in the previous discussion on the microstructure, scandium can refine the acicular iron-bearing phase, transforming it into the Chinese-script-like iron-bearing phase, thus reducing the starting points of cracks.",0
1282,"With temperature falling, κii precipitates in β phase, and this is followed by the precipitation of κiv within α phase.",0
1283,"Therefore, these results are in good agreement with the established corrosion mechanisms for ZnAl coatings which assume that during the initial phase of the corrosion, the Al-rich α-phase is cathodically protected by the less noble η-phase.",0
1284,"Uranium chloride was prepared by the reaction of metal U with BiCl3 in a 773 K LiCl-KCl eutectic salt, which was published in our previous work.",0
1285,"As reported by Occhionero et al. (1998), sheets and strips produced from wrought aluminium matrix composites with hard phase-reinforcements such as SiC, are interesting for engineering constructions due to their light weight combined with good strength and wear resistance.",1
1286,"Since the quenched liquid phase is a brittle phase, it led to a substantial reduction in the elongation values in these positions.",1
1287,"As a result, the Al2Ca phase contributes to the improvement of high temperature strength and creep resistance of the Ca-containing Mg-Al alloys [4-6].",1
1288,"The θ'' phase precipitated during ageing treatment can play a much great role in high temperature strengthening, with an increment of 26MPa in YS in S2 alloy with 0.5 wt% Ni addition.",1
1289,"Furthermore, the diffraction peaks in specimens solution treated at 1250 AdegC and 1300 AdegC are simply noted as austenite I3 phase, with diffraction angles 2 I, &equals;A 43.7Adeg, 50.7Adeg, 74.8Adeg, 90.8Adeg, and the corresponding diffraction planes are (111), (200), (220), (311).",0
1290,"Therefore, the formation mechanisms of HfO2 in Ni-33Al-0.1Hf alloy are likely suitable for that in Ni-49.9Al-0.1Hf and Ni-25Al-0.1Hf alloys.",0
1291,"However, the strength of the AA2519 with precipitation structure consisting of the θ''-phase and mixed one consisting of θ''- and θ'-phases is essentially the same.",0
1292,"Peak-aging treatment can further enhance the yield strength of the studied alloy, which is mainly attributed to more coarse lamellae Mg17Al12 phase and fine lath-shaped Mg17Al12 precipitate appearing at cell boundaries and in α-Mg cells, respectively.",1
1293,In this case β-phase may act as corrosion barrier as described in literature.,1
1294,"Cracking and spallation during thermal cycling is a particularly critical phenomenon [4], which has multiple potential causes:(1)Porous YSZ becomes stiffer and less compliant because of sintering at a high temperature; therefore, thermal shock during cooling can cause transverse cracking across the layer [11-13];(2)The t' phase is progressively de-stabilized at high temperature, through a rather complex transformation process, investigated in great detail in the literature.",0
1295,"Furthermore, an obvious microstructural difference of these two specimens was observed as a high concentration of subgrain stripes in the CSS sample but a low concentration in the USS sample.",0
1296,The Vickers hardness of the LA143 alloy depends on the heat treatment condition.,0
1297,"Similar results were found by Zhang et al., who reported that treatment at 540 degC for 1.5 min is able to fragment the Si and 5 min at 540 degC can lead to the periodization of Si and the growth of Si [7].",0
1298,"Though the hardness of the Al3Ni2 phase was not measured due to its small thickness, it is expected to be even higher [24,25].",0
1299,"Fig. 3(a) shows the XRD pattern from the particles extracted from as-cast Al-SiCox composite, in which the peaks corresponding to SiC, Al4C3, and Si phases are present.",0
1300,"In summary, increasing Ce content and cooling rate can enhance the effect of fine grain strengthening and solid solution strengthening, which is beneficial I2 -Mg 17 Al 12 to play a role of second phase strengthening and reduce harmful effect of network distribution, and increasing cooling rate can make the Al 4 Ce phase presents granular and short rod-like.",1
1301,"J Mater Process Technol 265:63-70Article Google Scholar 23.Liu FJ, Fu L, Chen HY (2018) Effect of high rotational speed on temperature distribution, microstructure evolution, and mechanical properties of friction stir welded 6061-T6 thin plate joints.",0
1302,"Moreover, the nitrides were an intermetallic phase, whose microhardness was far higher than that of the substrate of the aluminium alloy [36].",0
1303,Fatigue cracks propagate mainly in the α-Mg grains and along high-hardness β-phases in both alloys.,1
1304,"Galve A, Sieffert D, Staudt C, et al. Combination of ordered mesoporous silica MCM-41 and layered titanosilicate JDF-L1 fillers for 6FDA-based copolyimide mixed matrix membranes.",0
1305,"Consequently, the electrochemically active β-phase (Al3Mg2) precipitates form at grain boundaries from a supersaturated Al-Mg solid solution [6] rendering these grain boundaries susceptible to intergranular corrosion (IGC).",1
1306,Equilibrium diameter of the θ' phase under the condition that α is constant (a: semi-coherent; b: coherent).,0
1307,"However, a high content of Mg was detected in area B. This finding might be due to that the Al alloy containing Mg element easily generated the β phase (Mg5Al8) [48], which caused intergranular corrosion.",1
1308,"The quinary alloy showed various ring patterns, indicating more degree of nanocrystallinity instead of Al-rich complex phase formation and thus extending the amorphization time to 200 h. Therefore, the glass-forming ability of the various multicomponent systems could also be qualitatively investigated by comparing the respective SAD patterns of the 80-h milled powders.In a nutshell, the multicomponent alloy powders, viz.",0
1309,"Utsunomiya H, Hatsuda K, Sakai T, et al. Continuous grain refinement of aluminum strip by conshearing.",0
1310,"Thus, the metastable β' phase is frequently adjacent with the γ phase.",0
1311,Fig. 3 shows the change of the average aspect ratio and the aspect ratio distribution P of the γ' phase with increased volume fraction at the coarsening stage of t* = 500.,0
1312,"2223-2233.CAS Article Google Scholar 14.Yang KV, Caceres CH, Easton MA (2013) Mater Sci Eng A 580:355-361CAS Article Google Scholar 15.B.",0
1313,"TL, TS temperatures and solidification range for Composition A and B. The values of Zneq are also presented, derived from Eq.",0
1314,"The SAD pattern of the IQC-30Sn prominently shows double diffraction due to layering or juxtaposition of IQC and ordered B2-type Al(Cu, Fe) phase.",0
1315,Both the primary and eutectic leading Al2Cu phases are oriented with the [001]-crystal direction along the solidification direction or the magnetic field direction (see Fig. 5(a) and Fig. 5(b)).,0
1316,"However, these techniques do not provide information about the spatial phase distribution in monolithic cermets, which is crucial in the understanding of mechanical properties.Open image in new windowFigure 327Al 15 kHz MAS NMR spectra of Al2O3/CoAlO/CoAl cermet (bottom) compared to pure γ-Al2O3 (top)",0
1317,"It is well known that a high volume fraction of Si can effectively enhance the tensile strength and tribology performance of Al-Si alloys, but the large Si phase (platelet like, polygonal, star like, etc.)",0
1318,Thus the Sc-containing alloys (MSc and MCuSc) present good pitting corrosion resistance though their breakdown potentials are lowered as a result of the formation of coarse Al3(ScxZr1-x) phases (Fig. 8).,1
1319,"The β'' phase is thought to contribute mostly to the strength, and it acts as a barrier for a dislocation movement, resulting in an improvement in the hardness [27,29].",1
1320,"Therefore, the quality of the liquid droplet formed by the welding wire due to heat can be expressed as (24)mD=43πR3ρ2",0
1321,"In cases where ductility is not of concern, metal matrix composites with interpenetrating network microstructures offer a better control of the distribution of the ceramic phase and more ceramic-like properties (i.e. higher stiffness, lower thermal expansion).",0
1322,"For this sake, we use the TEM as a supplementary method to verify the disordered structure of the samples.",0
1323,The distribution of secondary phase can affect the coarsening of Si phase to some extent.,0
1324,The enhanced compressive strength of the CR specimens is due to the dominance of higher relaxation rate than that of free volume creation rate leading to the densification of the glassy phase [50].,0
1325,"For SLM of Al-Mg alloy, Ds is approximately 1 x 10-12 m2/s for Mg in Al at 600 degC [52].",0
1326,"It is revealed that the formation of coarse η phase during quenching depletes the matrix solutes available for subsequent aging, leading to a noticeable decrease in the hardening capability of alloys [26-28].",1
1327,"No SiO2 was found in either calculation owing to the high aluminium content in Fe-Al alloys, which agreed well with the experimental results.",0
1328,"(a) A bright-field TEM image of precipitates viewed along [011] zone axis, (b) an enlarged image of (a) (c) a STEM-BF image of the precipitate, (d) a STEM-EDX elemental map, (e, f) STEM-EDX spot scanning graphs and (g) a line scanning graph, all of the aluminum alloy peak aged at 150 degC.",0
1329,"It has been shown, via examples in devitrification phases in relation to binary BMGs in the Cu-(Zr,Hf), Ni-(Nb,Ta), Al-Ca, and Pd-Si systems, that the radial density distribution centered by a principal cluster always exhibit prominent spherical periodicity feature, and the cluster distance is the largest among those of all the other clusters present in the same structure.",0
1330,"There is a probability that in the case of the analyzed materials the presence of second phase Mg17Al12 improves passivation ability of the heat-treated alloy, but the passivation is still very limited.",0
1331,The chemical looping process is designed to produce heat and steam that may be used for industrial applications.,0
1332,"Due to the fine morphology and lower density of the γ'1 phase and γ2 precipitates observed with the brine solution quenching medium (sample B), the value of hardness decreased to 267.5 +- 4.6 MPa, due to the faster cooling rate.",1
1333,"Fine and dense Mg17Al12 phases effectively reinforced the matrix, while strengthening from the DP phases was weaker than the effect of the strengthening from the CP phases.",1
